Cell_ID,cell_name,Patient_Old,Patient,TSSEnrichment,ReadsInTSS,ReadsInPromoter,ReadsInBlacklist,PromoterRatio,PassQC,NucleosomeRatio,nMultiFrags,nMonoFrags,nFrags,nDiFrags,BlacklistRatio,Location,ReadsInPeaks,FRIP,Clusters_type
COAD13-nofacs#COAD13_T_C1_22_214,COAD13_T_C1_22_214,COAD13-nofacs,P09,14,31327,32650,2919,0.224293801,1,1.878886164,0,25282,72784,47502,0.020052484,Normal,76677,0.527613399,Fibroblast
COAD13-nofacs#COAD13_T_D_62_350,COAD13_T_D_62_350,COAD13-nofacs,P09,14.752,31416,32278,2724,0.221759622,1,2.306091855,0,22013,72777,50764,0.018714704,Normal,74324,0.511535073,B
COAD13-nofacs#COAD13_C_A_51_51,COAD13_C_A_51_51,COAD13-nofacs,P09,11.224,23863,25668,2686,0.176538557,1,3.348226569,0,16719,72698,55979,0.018473686,Cancer,61437,0.423528195,T
COAD13-nofacs#COAD13_T_C_11_203,COAD13_T_C_11_203,COAD13-nofacs,P09,15.111,34126,34809,3108,0.239906543,1,2.072463154,0,23612,72547,48935,0.021420596,Normal,79030,0.545621496,B
COAD13-nofacs#COAD13_T_C1_60_252,COAD13_T_C1_60_252,COAD13-nofacs,P09,15.592,35134,35394,2802,0.24406962,1,1.910565189,0,24912,72508,47596,0.019322006,Normal,80554,0.556481251,B
COAD13-nofacs#COAD13_C_A_25_25,COAD13_C_A_25_25,COAD13-nofacs,P09,7.259,7112,9321,3435,0.064408021,1,5.277348833,0,11527,72359,60832,0.023735817,Cancer,36869,0.255318412,Epithelial
COAD13-nofacs#COAD13_T_B_38_134,COAD13_T_B_38_134,COAD13-nofacs,P09,14.627,28239,28519,2941,0.197213194,1,2.139736854,0,23029,72305,49276,0.020337459,Normal,66315,0.459493355,B
COAD13-nofacs#COAD13_T_A_88_88,COAD13_T_A_88_88,COAD13-nofacs,P09,15.412,31031,31461,2895,0.217587662,1,2.090190212,0,23395,72295,48900,0.020022132,Normal,70830,0.490818377,B
COAD13-nofacs#COAD13_T_A_7_7,COAD13_T_A_7_7,COAD13-nofacs,P09,15.077,32511,33233,3348,0.229957514,1,1.823720203,0,25590,72259,46669,0.023166664,Normal,74539,0.516742,B
COAD13-nofacs#COAD13_C_D_55_343,COAD13_C_D_55_343,COAD13-nofacs,P09,12.394,21380,22470,3241,0.155697834,1,2.499127146,0,20622,72159,51537,0.022457351,Cancer,53172,0.369024485,T
COAD13-nofacs#COAD13_T_B_44_140,COAD13_T_B_44_140,COAD13-nofacs,P09,14.123,30553,32030,2699,0.222149783,1,2.218204544,0,22401,72091,49690,0.018719396,Normal,73307,0.509444321,B
COAD13-nofacs#COAD13_T_A1_12_12,COAD13_T_A1_12_12,COAD13-nofacs,P09,13.167,27742,29135,2997,0.202115852,1,1.691575174,0,26778,72075,45297,0.020790843,Normal,71533,0.497378668,B
COAD13-nofacs#COAD13_C_D_86_374,COAD13_C_D_86_374,COAD13-nofacs,P09,12.05,21664,23025,2912,0.159931374,1,3.511689126,0,15955,71984,56029,0.020226717,Cancer,55783,0.388260924,T
COAD13-nofacs#COAD13_T_C1_50_242,COAD13_T_C1_50_242,COAD13-nofacs,P09,14.877,33380,34395,3013,0.239119855,1,1.935150798,0,24503,71920,47417,0.020946885,Normal,77887,0.542524588,B
COAD13-nofacs#COAD13_T_A_54_54,COAD13_T_A_54_54,COAD13-nofacs,P09,15.461,32380,33418,2782,0.232485982,1,1.947949139,0,24380,71871,47491,0.019354121,Normal,73521,0.512398595,B
COAD13-nofacs#COAD13_T_C_26_218,COAD13_T_C_26_218,COAD13-nofacs,P09,14.623,30898,31957,3488,0.222325031,1,2.027890125,0,23736,71870,48134,0.024266036,Normal,72199,0.503234126,B
COAD13-nofacs#COAD13_T_C_81_273,COAD13_T_C_81_273,COAD13-nofacs,P09,15.74,37852,38025,3623,0.264569592,1,1.648216392,0,27136,71862,44726,0.025208038,Normal,80738,0.562626305,B
COAD13-nofacs#COAD13_T_D_37_325,COAD13_T_D_37_325,COAD13-nofacs,P09,15.574,33725,34311,3386,0.238811476,1,1.877623778,0,24964,71837,46873,0.023567243,Normal,74991,0.5227165,B
COAD13-nofacs#COAD13_T_C1_74_266,COAD13_T_C1_74_266,COAD13-nofacs,P09,15.321,28580,29930,3804,0.208862526,1,2.336593089,0,21474,71650,50176,0.026545708,Normal,62795,0.439334789,B
COAD13-nofacs#COAD13_T_D_38_326,COAD13_T_D_38_326,COAD13-nofacs,P09,14.973,30933,31330,3734,0.218659706,1,2.044148891,0,23534,71641,48107,0.026060496,Normal,70687,0.494397661,B
COAD13-nofacs#COAD13_T_C_71_263,COAD13_T_C_71_263,COAD13-nofacs,P09,15.997,36191,36559,3442,0.255346641,1,1.74827242,0,26048,71587,45539,0.024040678,Normal,78822,0.551457316,B
COAD13-nofacs#COAD13_T_D_30_318,COAD13_T_D_30_318,COAD13-nofacs,P09,15.372,33295,33529,3265,0.234206482,1,2.120041845,0,22942,71580,48638,0.02280665,Normal,74495,0.521578704,B
COAD13-nofacs#COAD13_T_C_35_227,COAD13_T_C_35_227,COAD13-nofacs,P09,13.093,30573,32370,3179,0.226183322,1,1.947400939,0,24278,71557,47279,0.022213061,Normal,72767,0.50977274,B
COAD13-nofacs#COAD13_T_A_52_52,COAD13_T_A_52_52,COAD13-nofacs,P09,14.568,30957,31845,4180,0.22266428,1,1.957973113,0,24175,71509,47334,0.02922709,Normal,69528,0.4869726,B
COAD13-nofacs#COAD13_T_C_57_249,COAD13_T_C_57_249,COAD13-nofacs,P09,15.354,34892,34891,2881,0.244105671,1,1.761689466,0,25878,71467,45589,0.020156156,Normal,71887,0.50441354,B
COAD13-nofacs#COAD13_T_D_77_365,COAD13_T_D_77_365,COAD13-nofacs,P09,14.677,29389,30192,3235,0.211493738,1,2.107850394,0,22967,71378,48411,0.022661044,Normal,70521,0.494766161,B
COAD13-nofacs#COAD13_T_C1_43_235,COAD13_T_C1_43_235,COAD13-nofacs,P09,14.924,32671,33038,4104,0.231491473,1,1.807199056,0,25420,71359,45939,0.028756008,Normal,72743,0.510799803,B
COAD13-nofacs#COAD13_C_D_21_309,COAD13_C_D_21_309,COAD13-nofacs,P09,11.268,21493,23782,2464,0.167156332,1,2.953593064,0,17993,71137,53144,0.017318695,Cancer,62119,0.437371504,Myeloid
COAD13-nofacs#COAD13_T_C_87_279,COAD13_T_C_87_279,COAD13-nofacs,P09,14.628,34536,34803,3509,0.244984584,1,1.889435789,0,24583,71031,46448,0.024700483,Normal,76635,0.540634921,B
COAD13-nofacs#COAD13_C_D_7_295,COAD13_C_D_7_295,COAD13-nofacs,P09,12.503,22711,24048,2827,0.169349727,1,3.096526656,0,17332,71001,53669,0.01990817,Cancer,56787,0.403070568,T
COAD13-nofacs#COAD13_T_D_48_336,COAD13_T_D_48_336,COAD13-nofacs,P09,15.497,36539,37128,3590,0.26147952,1,1.773714643,0,25596,70996,45400,0.025283115,Normal,78923,0.556925313,B
COAD13-nofacs#COAD13_T_A1_65_65,COAD13_T_A1_65_65,COAD13-nofacs,P09,12.984,27081,28768,3085,0.203089261,1,2.152866809,0,22464,70826,48362,0.021778725,Normal,65962,0.467159591,T
COAD13-nofacs#COAD13_T_D_39_327,COAD13_T_D_39_327,COAD13-nofacs,P09,15.469,33576,33927,3267,0.239932957,1,1.761757813,0,25600,70701,45101,0.023104341,Normal,76419,0.541579261,B
COAD13-nofacs#COAD13_T_C_30_222,COAD13_T_C_30_222,COAD13-nofacs,P09,16.114,37116,37331,2820,0.264275298,1,1.659624944,0,26556,70629,44073,0.019963471,Normal,81321,0.577137626,B
COAD13-nofacs#COAD13_T_D_76_364,COAD13_T_D_76_364,COAD13-nofacs,P09,17.052,36383,36388,3316,0.257712683,1,1.725686267,0,25901,70598,44697,0.023485085,Normal,77476,0.549397249,B
COAD13-nofacs#COAD13_T_B_11_107,COAD13_T_B_11_107,COAD13-nofacs,P09,15.18,34152,33785,2969,0.239321386,1,1.904015469,0,24306,70585,46279,0.021031381,Normal,74589,0.529315337,B
COAD13-nofacs#COAD13_T_C1_82_274,COAD13_T_C1_82_274,COAD13-nofacs,P09,14.706,31547,32876,2769,0.232954948,1,2.102624984,0,22743,70563,47820,0.019620764,Normal,74919,0.531853419,B
COAD13-nofacs#COAD13_T_B_54_150,COAD13_T_B_54_150,COAD13-nofacs,P09,14.389,32801,33623,3360,0.238599753,1,1.876112336,0,24498,70459,45961,0.023843654,Normal,74614,0.530592218,B
COAD13-nofacs#COAD13_T_A1_43_43,COAD13_T_A1_43_43,COAD13-nofacs,P09,13.96,30279,31353,3322,0.222585867,1,1.747483811,0,25634,70429,44795,0.023584035,Normal,71861,0.511007922,B
COAD13-nofacs#COAD13_T_A_13_13,COAD13_T_A_13_13,COAD13-nofacs,P09,13.914,33811,34707,2859,0.246551112,1,1.809443979,0,25053,70385,45332,0.020309725,Normal,80090,0.570295366,B
COAD13-nofacs#COAD13_C_B_31_127,COAD13_C_B_31_127,COAD13-nofacs,P09,7.53,9084,11601,3615,0.082460231,1,3.875450513,0,14428,70343,55915,0.025695521,Cancer,36942,0.262924899,Fibroblast
COAD13-nofacs#COAD13_T_A1_2_2,COAD13_T_A1_2_2,COAD13-nofacs,P09,9.58,16937,20743,3886,0.147544598,1,2.490094831,0,20141,70294,50153,0.02764105,Normal,58701,0.418414187,Fibroblast
COAD13-nofacs#COAD13_T_A1_64_64,COAD13_T_A1_64_64,COAD13-nofacs,P09,14.23,33559,34068,3044,0.242556282,1,1.674397349,0,26259,70227,43968,0.021672576,Normal,77309,0.551742103,B
COAD13-nofacs#COAD13_T_A1_14_14,COAD13_T_A1_14_14,COAD13-nofacs,P09,13.776,30513,31406,2671,0.22456597,1,1.693294303,0,25963,69926,43963,0.019098762,Normal,74018,0.530359267,B
COAD13-nofacs#COAD13_C_D_14_302,COAD13_C_D_14_302,COAD13-nofacs,P09,12.764,24636,25757,2904,0.184297142,1,3.198449892,0,16644,69879,53235,0.020778775,Cancer,60981,0.437252624,B
COAD13-nofacs#COAD13_T_A_83_83,COAD13_T_A_83_83,COAD13-nofacs,P09,14.684,31470,31535,3195,0.225885707,1,2.11634448,0,22399,69803,47404,0.022885836,Normal,70969,0.509563881,B
COAD13-nofacs#COAD13_T_C_38_230,COAD13_T_C_38_230,COAD13-nofacs,P09,15.701,33912,33981,2930,0.244460591,1,1.743102972,0,25337,69502,44165,0.02107853,Normal,74976,0.54055457,B
COAD13-nofacs#COAD13_T_C1_25_217,COAD13_T_C1_25_217,COAD13-nofacs,P09,15.472,33370,34224,3025,0.246254803,1,1.950074294,0,23555,69489,45934,0.021766035,Normal,74216,0.534828416,B
COAD13-nofacs#COAD13_C_A_92_92,COAD13_C_A_92_92,COAD13-nofacs,P09,13.802,26444,27831,3079,0.200557765,1,3.029034319,0,17221,69384,52163,0.022188113,Cancer,63865,0.461332312,B
COAD13-nofacs#COAD13_T_B_12_108,COAD13_T_B_12_108,COAD13-nofacs,P09,15.504,33189,34171,3023,0.246348497,1,1.845216606,0,24376,69355,44979,0.02179367,Normal,76371,0.551566495,B
COAD13-nofacs#COAD13_T_C1_13_205,COAD13_T_C1_13_205,COAD13-nofacs,P09,14.271,32531,34460,4184,0.248844598,1,2.095493562,0,22368,69240,46872,0.030213749,Normal,72464,0.524151899,B
COAD13-nofacs#COAD13_C_C_32_224,COAD13_C_C_32_224,COAD13-nofacs,P09,7.458,8629,10946,2373,0.079055323,1,3.783059279,0,14474,69230,54756,0.017138524,Cancer,42281,0.3061489,Epithelial
COAD13-nofacs#COAD13_T_C1_11_203,COAD13_T_C1_11_203,COAD13-nofacs,P09,14.296,27795,28766,3594,0.2081446,1,2.205501693,0,21557,69101,47544,0.026005412,Normal,63240,0.458599835,B
COAD13-nofacs#COAD13_T_C1_69_261,COAD13_T_C1_69_261,COAD13-nofacs,P09,14.032,27275,28510,4293,0.206363913,1,2.441460741,0,20072,69077,49005,0.031074019,Normal,63382,0.459662915,B
COAD13-nofacs#COAD13_T_C1_51_243,COAD13_T_C1_51_243,COAD13-nofacs,P09,13.768,31643,33024,3734,0.239696895,1,1.997693647,0,22980,68887,45907,0.027102356,Normal,70648,0.513833532,B
COAD13-nofacs#COAD13_C_C_1_193,COAD13_C_C_1_193,COAD13-nofacs,P09,11.431,23985,26719,3295,0.194147738,1,3.507172332,0,15267,68811,53544,0.023942393,Cancer,61042,0.444180868,T
COAD13-nofacs#COAD13_C_A_75_75,COAD13_C_A_75_75,COAD13-nofacs,P09,13.255,23275,24495,3098,0.178259541,1,3.311099956,0,15937,68706,52769,0.022545338,Cancer,57866,0.422022229,T
COAD13-nofacs#COAD13_C_A_26_26,COAD13_C_A_26_26,COAD13-nofacs,P09,12.571,20645,22305,3388,0.162516029,1,3.878367811,0,14067,68624,54557,0.024685241,Cancer,52351,0.382213364,T
COAD13-nofacs#COAD13_T_B_78_174,COAD13_T_B_78_174,COAD13-nofacs,P09,14.965,32942,33894,3371,0.247488171,1,1.96048422,0,23130,68476,45346,0.024614463,Normal,74104,0.54229846,B
COAD13-nofacs#COAD13_T_C1_27_219,COAD13_T_C1_27_219,COAD13-nofacs,P09,9.957,12204,15555,4814,0.113949366,1,2.971950652,0,17184,68254,51070,0.035265332,Normal,45361,0.33337498,Epithelial
COAD13-nofacs#COAD13_T_C_27_219,COAD13_T_C_27_219,COAD13-nofacs,P09,8.218,8923,11234,3757,0.08230519,1,2.840733862,0,17769,68246,50477,0.027525423,Normal,34503,0.253448808,B
COAD13-nofacs#COAD13_T_A1_95_95,COAD13_T_A1_95_95,COAD13-nofacs,P09,11.432,20390,21879,2891,0.160306854,1,1.918651897,0,23381,68241,44860,0.02118228,Normal,51464,0.378172626,T
COAD13-nofacs#COAD13_C_C_49_241,COAD13_C_C_49_241,COAD13-nofacs,P09,12.318,21305,22311,2859,0.163704802,1,3.545054359,0,14993,68144,53151,0.020977636,Cancer,51813,0.381202178,T
COAD13-nofacs#COAD13_T_C_89_281,COAD13_T_C_89_281,COAD13-nofacs,P09,15.585,32820,33410,2901,0.245247009,1,1.891129032,0,23560,68115,44555,0.021294869,Normal,74841,0.550172018,B
COAD13-nofacs#COAD13_T_C1_31_223,COAD13_T_C1_31_223,COAD13-nofacs,P09,10.955,19756,20841,3019,0.153010881,1,2.04085551,0,22396,68103,45707,0.022164956,Normal,55402,0.407415578,B
COAD13-nofacs#COAD13_T_A_19_19,COAD13_T_A_19_19,COAD13-nofacs,P09,11.918,24694,26797,2630,0.196891991,1,2.022563738,0,22514,68050,45536,0.019324026,Normal,58750,0.432449541,T
COAD13-nofacs#COAD13_T_C_59_251,COAD13_T_C_59_251,COAD13-nofacs,P09,15.248,34043,34669,2620,0.25502788,1,1.790500041,0,24358,67971,43613,0.019272925,Normal,76434,0.563232282,B
COAD13-nofacs#COAD13_T_A1_86_86,COAD13_T_A1_86_86,COAD13-nofacs,P09,15.167,31434,32444,2580,0.238685186,1,1.969805549,0,22885,67964,45079,0.018980637,Normal,66942,0.49331604,T
COAD13-nofacs#COAD13_T_D_73_361,COAD13_T_D_73_361,COAD13-nofacs,P09,16.087,33324,33515,3500,0.246782222,1,1.746592242,0,24723,67904,43181,0.025771678,Normal,74810,0.551850814,B
COAD13-nofacs#COAD13_T_A1_96_96,COAD13_T_A1_96_96,COAD13-nofacs,P09,15.779,28113,28121,2672,0.20943933,1,1.852638735,0,23534,67134,43600,0.019900498,Normal,64255,0.479579346,B
COAD13-nofacs#COAD13_C_A_86_86,COAD13_C_A_86_86,COAD13-nofacs,P09,10.866,16774,19217,3066,0.1432202,1,3.812352055,0,13941,67089,53148,0.022850244,Cancer,47247,0.35303216,T
COAD13-nofacs#COAD13_T_C_66_258,COAD13_T_C_66_258,COAD13-nofacs,P09,12.954,27358,28374,2590,0.211613615,1,2.24800155,0,20641,67042,46401,0.01931625,Normal,62952,0.470493274,T
COAD13-nofacs#COAD13_T_C_73_265,COAD13_T_C_73_265,COAD13-nofacs,P09,15.377,32025,32515,3502,0.242522563,1,1.768782785,0,24211,67035,42824,0.026120683,Normal,67910,0.507237717,B
COAD13-nofacs#COAD13_C_C_69_261,COAD13_C_C_69_261,COAD13-nofacs,P09,9.915,13524,15141,2967,0.113039778,1,4.130774535,0,13053,66972,53919,0.022151048,Cancer,38701,0.289699828,T
COAD13-nofacs#COAD13_T_C1_4_196,COAD13_T_C1_4_196,COAD13-nofacs,P09,14.421,28475,29464,3584,0.22004481,1,1.884532529,0,23210,66950,43740,0.026766243,Normal,66962,0.501115052,B
COAD13-nofacs#COAD13_T_C1_52_244,COAD13_T_C1_52_244,COAD13-nofacs,P09,14.531,33052,33056,3027,0.246959328,1,1.988968782,0,22391,66926,44535,0.022614529,Normal,72495,0.542765374,B
COAD13-nofacs#COAD13_T_B_30_126,COAD13_T_B_30_126,COAD13-nofacs,P09,15.335,32455,32761,2832,0.245165684,1,1.768688878,0,24132,66814,42682,0.021193163,Normal,70261,0.526828427,B
COAD13-nofacs#COAD13_T_A1_81_81,COAD13_T_A1_81_81,COAD13-nofacs,P09,16.064,30818,31729,3526,0.237503181,1,1.718861934,0,24568,66797,42229,0.026393401,Normal,67297,0.504709835,B
COAD13-nofacs#COAD13_C_D_39_327,COAD13_C_D_39_327,COAD13-nofacs,P09,10.006,14113,15900,2863,0.119022667,1,4.262685156,0,12692,66794,54102,0.021431566,Cancer,41385,0.311011077,T
COAD13-nofacs#COAD13_T_A_16_16,COAD13_T_A_16_16,COAD13-nofacs,P09,15.463,31641,31847,3700,0.238436428,1,1.999461038,0,22265,66783,44518,0.027701661,Normal,68936,0.517040682,B
COAD13-nofacs#COAD13_C_D_15_303,COAD13_C_D_15_303,COAD13-nofacs,P09,13.768,25391,26556,2145,0.199127188,1,2.901755413,0,17090,66681,49591,0.016084042,Cancer,62297,0.467702218,B
COAD13-nofacs#COAD13_T_D_12_300,COAD13_T_D_12_300,COAD13-nofacs,P09,10.592,14929,16618,2946,0.124660555,1,2.160707511,0,21088,66653,45565,0.02209953,Normal,43381,0.32663956,B
COAD13-nofacs#COAD13_T_B_57_153,COAD13_T_B_57_153,COAD13-nofacs,P09,14.562,31709,32432,3079,0.243860625,1,1.944168954,0,22586,66497,43911,0.02315142,Normal,71838,0.541380922,B
COAD13-nofacs#COAD13_T_D_41_329,COAD13_T_D_41_329,COAD13-nofacs,P09,13.918,25950,27368,2611,0.2064014,1,1.894224473,0,22907,66298,43391,0.019691393,Normal,64674,0.488887881,B
COAD13-nofacs#COAD13_T_D_40_328,COAD13_T_D_40_328,COAD13-nofacs,P09,15.574,33087,32869,2245,0.248086648,1,1.853665891,0,23214,66245,43031,0.016944675,Normal,73617,0.556658702,B
COAD13-nofacs#COAD13_T_A_74_74,COAD13_T_A_74_74,COAD13-nofacs,P09,15.489,31905,32996,3471,0.24957265,1,1.884539861,0,22917,66105,43188,0.026253687,Normal,72018,0.545905218,B
COAD13-nofacs#COAD13_T_A_91_91,COAD13_T_A_91_91,COAD13-nofacs,P09,15.804,30519,29979,3592,0.227679385,1,1.99772334,0,21962,65836,43874,0.027279908,Normal,63582,0.483991779,B
COAD13-nofacs#COAD13_T_C1_28_220,COAD13_T_C1_28_220,COAD13-nofacs,P09,15.296,31980,33141,3503,0.252256847,1,1.963502662,0,22166,65689,43523,0.026663521,Normal,71466,0.545059337,B
COAD13-nofacs#COAD13_T_C1_93_285,COAD13_T_C1_93_285,COAD13-nofacs,P09,15.637,33467,33961,2644,0.258809633,1,1.905926123,0,22578,65610,43032,0.020149367,Normal,73460,0.560994608,B
COAD13-nofacs#COAD13_T_B_23_119,COAD13_T_B_23_119,COAD13-nofacs,P09,16.616,32961,32170,2734,0.245381459,1,1.770423904,0,23661,65551,41890,0.020853992,Normal,72036,0.550203932,B
COAD13-nofacs#COAD13_T_A1_60_60,COAD13_T_A1_60_60,COAD13-nofacs,P09,14.838,29711,30112,2457,0.229746845,1,1.786148548,0,23521,65533,42012,0.01874628,Normal,69238,0.529358696,B
COAD13-nofacs#COAD13_T_C_34_226,COAD13_T_C_34_226,COAD13-nofacs,P09,16.405,32062,32560,2294,0.248538235,1,1.715600514,0,24121,65503,41382,0.017510648,Normal,72766,0.556570292,B
COAD13-nofacs#COAD13_T_C1_66_258,COAD13_T_C1_66_258,COAD13-nofacs,P09,14.459,26198,26894,3329,0.205316518,1,2.520614955,0,18603,65494,46891,0.025414542,Normal,62012,0.474315435,B
COAD13-nofacs#COAD13_T_C_16_208,COAD13_T_C_16_208,COAD13-nofacs,P09,15.979,32874,32457,3049,0.248225703,1,1.872748045,0,22758,65378,42620,0.023318242,Normal,71542,0.548828574,B
COAD13-nofacs#COAD13_T_C_91_283,COAD13_T_C_91_283,COAD13-nofacs,P09,16.18,31703,31313,2716,0.23977365,1,1.885927694,0,22626,65297,42671,0.02079728,Normal,68732,0.527498503,B
COAD13-nofacs#COAD13_T_C1_12_204,COAD13_T_C1_12_204,COAD13-nofacs,P09,15.117,29903,30112,2676,0.231008822,1,2.060290182,0,21297,65175,43878,0.020529344,Normal,67726,0.52068886,B
COAD13-nofacs#COAD13_T_D_23_311,COAD13_T_D_23_311,COAD13-nofacs,P09,15.715,31689,31951,2685,0.245203524,1,1.688787091,0,24231,65152,40921,0.020605661,Normal,68678,0.528121684,B
COAD13-nofacs#COAD13_T_A1_13_13,COAD13_T_A1_13_13,COAD13-nofacs,P09,12.038,21003,22871,3001,0.175560741,1,1.857512612,0,22795,65137,42342,0.023036062,Normal,59827,0.460087362,Fibroblast
COAD13-nofacs#COAD13_C_B_76_172,COAD13_C_B_76_172,COAD13-nofacs,P09,12.161,22490,24089,2964,0.185040943,1,4.028661928,0,12944,65091,52147,0.022768125,Cancer,55437,0.428303228,T
COAD13-nofacs#COAD13_C_C_87_279,COAD13_C_C_87_279,COAD13-nofacs,P09,13.945,23726,24468,2779,0.188221176,1,2.986140071,0,16306,64998,48692,0.021377581,Cancer,54839,0.422670798,T
COAD13-nofacs#COAD13_C_A_20_20,COAD13_C_A_20_20,COAD13-nofacs,P09,11.236,17687,19027,2799,0.146368294,1,3.376902357,0,14850,64997,50147,0.021531763,Cancer,50484,0.389206692,Myeloid
COAD13-nofacs#COAD13_T_C1_54_246,COAD13_T_C1_54_246,COAD13-nofacs,P09,14.589,30729,31785,3031,0.244560199,1,2.093592307,0,21006,64984,43978,0.023321125,Normal,70726,0.54514483,B
COAD13-nofacs#COAD13_T_C1_91_283,COAD13_T_C1_91_283,COAD13-nofacs,P09,15.169,30020,30828,3963,0.238116571,1,1.968178275,0,21809,64733,42924,0.030610353,Normal,66718,0.516481135,B
COAD13-nofacs#COAD13_T_A_43_43,COAD13_T_A_43_43,COAD13-nofacs,P09,13.092,25057,26203,2615,0.202706048,1,2.169216436,0,20394,64633,44239,0.020229604,Normal,57388,0.445607442,T
COAD13-nofacs#COAD13_C_D_47_335,COAD13_C_D_47_335,COAD13-nofacs,P09,13.059,24058,24764,2540,0.192025558,1,3.205099778,0,15334,64481,49147,0.019695724,Cancer,56288,0.437201932,T
COAD13-nofacs#COAD13_C_B_43_139,COAD13_C_B_43_139,COAD13-nofacs,P09,7.481,8206,10617,3060,0.082910335,1,4.107857998,0,12535,64027,51492,0.023896169,Cancer,37609,0.294312366,Epithelial
COAD13-nofacs#COAD13_T_B_63_159,COAD13_T_B_63_159,COAD13-nofacs,P09,13.604,22849,23796,3290,0.186089432,1,2.251474776,0,19664,63937,44273,0.025728451,Normal,52207,0.408966284,T
COAD13-nofacs#COAD13_C_A_46_46,COAD13_C_A_46_46,COAD13-nofacs,P09,13.351,20840,22015,3107,0.172350353,1,2.752247224,0,17021,63867,46846,0.024323986,Cancer,50361,0.394938674,T
COAD13-nofacs#COAD13_T_B_87_183,COAD13_T_B_87_183,COAD13-nofacs,P09,12.581,24333,24809,2325,0.194354788,1,2.475495535,0,18364,63824,45460,0.018214151,Normal,55442,0.436654328,T
COAD13-nofacs#COAD13_C_C_16_208,COAD13_C_C_16_208,COAD13-nofacs,P09,12.317,20010,21237,2700,0.166564706,1,3.809868719,0,13254,63750,50496,0.021176471,Cancer,48631,0.38224706,T
COAD13-nofacs#COAD13_T_A_65_65,COAD13_T_A_65_65,COAD13-nofacs,P09,13.467,21218,22278,3120,0.174902256,1,2.179263179,0,20032,63687,43655,0.024494795,Normal,53507,0.420923866,B
COAD13-nofacs#COAD13_C_B_72_168,COAD13_C_B_72_168,COAD13-nofacs,P09,12.307,21069,23082,2841,0.181510781,1,3.447607722,0,14296,63583,49287,0.022340877,Cancer,52801,0.415919653,B
COAD13-nofacs#COAD13_T_B_73_169,COAD13_T_B_73_169,COAD13-nofacs,P09,14.213,26815,27941,3170,0.220375745,1,1.73144039,0,23209,63394,40185,0.025002366,Normal,65198,0.515505163,B
COAD13-nofacs#COAD13_T_C_28_220,COAD13_T_C_28_220,COAD13-nofacs,P09,12.196,22333,23891,2749,0.18877809,1,2.764978878,0,16807,63278,46471,0.021721609,Normal,54799,0.433529533,T
COAD13-nofacs#COAD13_T_A1_92_92,COAD13_T_A1_92_92,COAD13-nofacs,P09,15.876,31581,31270,3447,0.247197584,1,1.634826078,0,24005,63249,39244,0.027249443,Normal,66100,0.523813297,B
COAD13-nofacs#COAD13_C_A_69_69,COAD13_C_A_69_69,COAD13-nofacs,P09,13.969,22418,22760,2374,0.180380098,1,3.26882739,0,14779,63089,48310,0.01881469,Cancer,51839,0.411459822,T
COAD13-nofacs#COAD13_T_D_70_358,COAD13_T_D_70_358,COAD13-nofacs,P09,15.228,28285,29597,4090,0.234639839,1,1.643183437,0,23861,63069,39208,0.032424805,Normal,62323,0.495043449,B
COAD13-nofacs#COAD13_T_D_58_346,COAD13_T_D_58_346,COAD13-nofacs,P09,16.104,32188,32955,2628,0.261273904,1,1.956680731,0,21330,63066,41736,0.020835315,Normal,69922,0.555192073,B
COAD13-nofacs#COAD13_C_C_67_259,COAD13_C_C_67_259,COAD13-nofacs,P09,9.982,12627,14477,2667,0.114871298,1,3.522319506,0,13934,63014,49080,0.021161964,Cancer,46464,0.371480196,Epithelial
COAD13-nofacs#COAD13_T_D_1_289,COAD13_T_D_1_289,COAD13-nofacs,P09,15.323,26510,26837,3429,0.213171398,1,2.025425358,0,20806,62947,42141,0.0272372,Normal,62738,0.499395039,B
COAD13-nofacs#COAD13_T_C_19_211,COAD13_T_C_19_211,COAD13-nofacs,P09,15.373,31931,31871,3426,0.253189596,1,2.016197824,0,20867,62939,42072,0.027216829,Normal,68191,0.542688653,B
COAD13-nofacs#COAD13_T_C_82_274,COAD13_T_C_82_274,COAD13-nofacs,P09,15.292,29207,29896,2258,0.238633461,1,1.799803334,0,22373,62640,40267,0.018023627,Normal,66816,0.534973098,B
COAD13-nofacs#COAD13_T_C_29_221,COAD13_T_C_29_221,COAD13-nofacs,P09,12.494,24701,25872,2885,0.20678741,1,2.402610824,0,18385,62557,44172,0.02305897,Normal,58065,0.464891914,T
