Cell_ID,cell_name,Patient_Old,Patient,TSSEnrichment,ReadsInTSS,ReadsInPromoter,ReadsInBlacklist,PromoterRatio,PassQC,NucleosomeRatio,nMultiFrags,nMonoFrags,nFrags,nDiFrags,BlacklistRatio,Location,ReadsInPeaks,FRIP,Clusters_type
COAD32#COAD32_C2_B_30_126,COAD32_C2_B_30_126,COAD32,P26,10.486,65743,79895,10244,0.173716505,1,2.313420363,0,69402,229958,160556,0.022273633,Cancer,234550,0.511470191,Epithelial
COAD32#COAD32_T_A_81_81,COAD32_T_A_81_81,COAD32,P26,10.551,52156,57716,8603,0.125584776,1,3.06310671,0,56555,229789,173234,0.018719347,Normal,176440,0.38452821,Fibroblast
COAD32#COAD32_C2_C_9_201,COAD32_C2_C_9_201,COAD32,P26,10.818,73771,89975,9390,0.19581663,1,2.264646953,0,70373,229743,159370,0.020435878,Cancer,239049,0.521433277,Epithelial
COAD32#COAD32_C2_D_72_360,COAD32_C2_D_72_360,COAD32,P26,10.932,64725,79108,8320,0.172246512,1,2.466413066,0,66246,229636,163390,0.018115626,Cancer,242447,0.52921467,Epithelial
COAD32#COAD32_C2_D_53_341,COAD32_C2_D_53_341,COAD32,P26,10.927,62602,75352,11029,0.164084786,1,2.403237042,0,67469,229613,162144,0.024016497,Cancer,223329,0.487724394,Epithelial
COAD32#COAD32_C11_C_48_240,COAD32_C11_C_48_240,COAD32,P26,9.292,54833,66335,8450,0.145023699,1,2.593658176,0,63641,228704,165063,0.01847366,Cancer,227010,0.497763452,Epithelial
COAD32#COAD32_C2_D_21_309,COAD32_C2_D_21_309,COAD32,P26,11.075,62919,75547,8774,0.165188548,1,2.253361219,0,70287,228669,158382,0.019184935,Cancer,222809,0.488633373,Epithelial
COAD32#COAD32_C2_C_55_247,COAD32_C2_C_55_247,COAD32,P26,10.701,60876,72221,9988,0.15793882,1,2.785113569,0,60404,228636,168232,0.021842579,Cancer,213727,0.468755072,Epithelial
COAD32#COAD32_C2_D_41_329,COAD32_C2_D_41_329,COAD32,P26,11.133,68092,81604,8284,0.178648207,1,2.135974186,0,72830,228393,155563,0.018135407,Cancer,247642,0.543766194,Epithelial
COAD32#COAD32_C2_C_79_271,COAD32_C2_C_79_271,COAD32,P26,9.854,58673,70565,9743,0.154570864,1,2.30578285,0,69049,228261,159212,0.021341797,Cancer,233572,0.513178131,Epithelial
COAD32#COAD32_C11_B_69_165,COAD32_C11_B_69_165,COAD32,P26,8.184,44576,54495,9422,0.119404457,1,3.001034471,0,57034,228195,171161,0.020644624,Cancer,181449,0.398118771,Epithelial
COAD32#COAD32_C12_A_20_20,COAD32_C12_A_20_20,COAD32,P26,9.9,62961,74072,8299,0.162716928,1,2.407590389,0,66795,227610,160815,0.018230746,Cancer,223157,0.49125607,Epithelial
COAD32#COAD32_C2_D_16_304,COAD32_C2_D_16_304,COAD32,P26,10.762,64366,78643,10203,0.172858474,1,2.940036373,0,57735,227478,169743,0.022426345,Cancer,216013,0.476030235,Epithelial
COAD32#COAD32_C2_D_94_382,COAD32_C2_D_94_382,COAD32,P26,11.113,70703,87550,12724,0.192692858,1,2.308502272,0,68664,227175,158511,0.028004842,Cancer,245071,0.540494464,Epithelial
COAD32#COAD32_C11_B_88_184,COAD32_C11_B_88_184,COAD32,P26,9.798,57390,69831,9355,0.153784322,1,2.632032762,0,62511,227042,164531,0.020601915,Cancer,231176,0.510103841,Epithelial
COAD32#COAD32_C11_B_21_117,COAD32_C11_B_21_117,COAD32,P26,8.932,49461,61297,10263,0.135272854,1,2.569798954,0,63468,226568,163100,0.022648829,Cancer,216410,0.478810728,Epithelial
COAD32#COAD32_C12_A_5_5,COAD32_C12_A_5_5,COAD32,P26,8.33,43509,55458,10369,0.12244925,1,2.745687017,0,60457,226453,165996,0.022894375,Cancer,178793,0.395419763,Epithelial
COAD32#COAD32_T_A_65_65,COAD32_T_A_65_65,COAD32,P26,10.249,64767,77071,8804,0.170204543,1,2.23276933,0,70035,226407,156372,0.019442862,Normal,229886,0.508664867,Epithelial
COAD32#COAD32_C2_D_19_307,COAD32_C2_D_19_307,COAD32,P26,9.982,69751,86862,9391,0.191947495,1,2.390601352,0,66733,226265,159532,0.020752215,Cancer,232806,0.515748991,Epithelial
COAD32#COAD32_C11_B_58_154,COAD32_C11_B_58_154,COAD32,P26,8.144,48298,61420,8779,0.135767811,1,2.74166708,0,60453,226195,165742,0.019405822,Cancer,208107,0.461332299,Epithelial
COAD32#COAD32_C11_C_66_258,COAD32_C11_C_66_258,COAD32,P26,8.305,53028,67498,8672,0.149394657,1,2.444776529,0,65579,225905,160326,0.019193909,Cancer,209320,0.464264168,Epithelial
COAD32#COAD32_C12_A_43_43,COAD32_C12_A_43_43,COAD32,P26,10.4,67650,78944,10234,0.174828923,1,2.2170388,0,70181,225775,155594,0.022664157,Cancer,223634,0.496348972,Epithelial
COAD32#COAD32_C12_D_16_304,COAD32_C12_D_16_304,COAD32,P26,7.764,46454,61665,7489,0.136636783,1,2.39409482,0,66484,225653,159169,0.016594063,Cancer,208500,0.462747187,Epithelial
COAD32#COAD32_C11_C_3_195,COAD32_C11_C_3_195,COAD32,P26,7.889,28418,36879,10080,0.081742619,1,4.239345024,0,43055,225580,182525,0.022342406,Cancer,144360,0.321514477,Epithelial
COAD32#COAD32_C2_B_13_109,COAD32_C2_B_13_109,COAD32,P26,9.239,63782,81970,8618,0.181689623,1,2.038974511,0,74228,225577,151349,0.019102125,Cancer,229826,0.510434064,Epithelial
COAD32#COAD32_C2_B_5_101,COAD32_C2_B_5_101,COAD32,P26,11.206,66665,79047,7553,0.175306271,1,2.498285413,0,64447,225454,161007,0.016750645,Cancer,235670,0.524027857,Epithelial
COAD32#COAD32_C2_C_71_263,COAD32_C2_C_71_263,COAD32,P26,10.797,65781,79714,8785,0.176990404,1,2.299579481,0,68249,225193,156944,0.019505491,Cancer,239718,0.533821761,Epithelial
COAD32#COAD32_C12_A_67_67,COAD32_C12_A_67_67,COAD32,P26,10.409,59691,71569,9638,0.159069087,1,2.732817841,0,60266,224962,164696,0.021421396,Cancer,215221,0.479536998,Epithelial
COAD32#COAD32_C12_A_10_10,COAD32_C12_A_10_10,COAD32,P26,10.299,59541,70546,8406,0.15711804,1,2.689278906,0,60852,224500,163648,0.018721604,Cancer,221975,0.4953207,Epithelial
COAD32#COAD32_C11_C_31_223,COAD32_C11_C_31_223,COAD32,P26,9.357,49248,58799,9304,0.131126593,1,2.432965855,0,65310,224207,158897,0.020748683,Cancer,184708,0.413783525,Epithelial
COAD32#COAD32_C12_D_20_308,COAD32_C12_D_20_308,COAD32,P26,6.874,43823,58845,5469,0.131391506,1,2.220068448,0,69542,223930,154388,0.012211405,Cancer,207719,0.46505989,Epithelial
COAD32#COAD32_C11_B_43_139,COAD32_C11_B_43_139,COAD32,P26,9.58,57335,69644,8418,0.155581072,1,2.432543517,0,65205,223819,158614,0.018805374,Cancer,210431,0.471431516,Epithelial
COAD32#COAD32_C2_C_1_193,COAD32_C2_C_1_193,COAD32,P26,11.454,64150,77286,11475,0.173044888,1,2.419314336,0,65309,223312,158003,0.025692753,Cancer,214906,0.482804637,Epithelial
COAD32#COAD32_C11_C_60_252,COAD32_C11_C_60_252,COAD32,P26,9.467,49336,59020,9085,0.132194901,1,2.97243527,0,56195,223231,167036,0.020348876,Cancer,191572,0.429832395,Epithelial
COAD32#COAD32_C11_B_12_108,COAD32_C11_B_12_108,COAD32,P26,9.064,50251,62802,9741,0.140699352,1,3.216713587,0,52927,223178,170251,0.021823388,Cancer,194844,0.437425073,Epithelial
COAD32#COAD32_C12_A_28_28,COAD32_C12_A_28_28,COAD32,P26,8.648,53980,67814,9096,0.152133922,1,2.296445845,0,67611,222876,155265,0.020405966,Cancer,219828,0.49422207,Epithelial
COAD32#COAD32_C11_B_7_103,COAD32_C11_B_7_103,COAD32,P26,9.315,40141,47517,9268,0.106793214,1,3.50804458,0,49350,222472,173122,0.020829588,Cancer,172193,0.388208532,Epithelial
COAD32#COAD32_C12_D_14_302,COAD32_C12_D_14_302,COAD32,P26,8.205,46107,57923,8692,0.130186279,1,2.679916629,0,60453,222462,162009,0.019535921,Cancer,202227,0.455449804,Epithelial
COAD32#COAD32_C11_B_68_164,COAD32_C11_B_68_164,COAD32,P26,9.8,59390,69422,8732,0.156041664,1,2.498694558,0,63580,222447,158867,0.019627147,Cancer,214992,0.484812404,Epithelial
COAD32#COAD32_C2_D_54_342,COAD32_C2_D_54_342,COAD32,P26,9.79,65242,83073,11202,0.187044901,1,2.401032254,0,65294,222067,156773,0.025222118,Cancer,229932,0.519158083,Epithelial
COAD32#COAD32_C12_A_74_74,COAD32_C12_A_74_74,COAD32,P26,9.334,52913,63431,10786,0.142839449,1,2.481170236,0,63782,222036,158254,0.024288854,Cancer,209612,0.473231017,Epithelial
COAD32#COAD32_C2_D_2_290,COAD32_C2_D_2_290,COAD32,P26,10.217,62855,75320,9424,0.170138559,1,2.276526141,0,67556,221349,153793,0.02128765,Cancer,224611,0.508574702,Epithelial
COAD32#COAD32_C11_B_84_180,COAD32_C11_B_84_180,COAD32,P26,9.629,56441,66245,10456,0.149639933,1,2.533201379,0,62648,221348,158700,0.023618917,Cancer,199160,0.450971867,Epithelial
COAD32#COAD32_C2_C_14_206,COAD32_C2_C_14_206,COAD32,P26,10.108,54247,64686,7274,0.146175123,1,2.460084132,0,63947,221262,157315,0.016437527,Cancer,192352,0.43690348,Epithelial
COAD32#COAD32_C2_C_15_207,COAD32_C2_C_15_207,COAD32,P26,10.036,61268,73801,10960,0.166787198,1,2.522753328,0,62804,221243,158439,0.024769145,Cancer,221993,0.503310162,Epithelial
COAD32#COAD32_C12_A_50_50,COAD32_C12_A_50_50,COAD32,P26,9.526,52297,65307,12722,0.147640492,1,2.561554936,0,62099,221169,159070,0.028760812,Cancer,187869,0.425763509,Epithelial
COAD32#COAD32_C11_B_40_136,COAD32_C11_B_40_136,COAD32,P26,8.994,53360,64744,10048,0.146541305,1,2.580804642,0,61692,220907,159215,0.022742602,Cancer,217365,0.493423741,Epithelial
COAD32#COAD32_C12_D_90_378,COAD32_C12_D_90_378,COAD32,P26,8.568,56330,72479,9586,0.164181708,1,1.75167049,0,80216,220728,140512,0.021714508,Cancer,211291,0.479988642,Epithelial
COAD32#COAD32_C2_D_26_314,COAD32_C2_D_26_314,COAD32,P26,11.603,67535,79454,10206,0.180490309,1,2.146484068,0,69953,220106,150153,0.023184284,Cancer,219024,0.498961181,Epithelial
COAD32#COAD32_C2_D_24_312,COAD32_C2_D_24_312,COAD32,P26,9.918,61167,75745,8634,0.172140685,1,2.536155713,0,62217,220009,157792,0.019621925,Cancer,215512,0.490837452,Epithelial
COAD32#COAD32_C11_B_9_105,COAD32_C11_B_9_105,COAD32,P26,9.028,50791,62783,8820,0.142782094,1,2.368924303,0,65260,219856,154596,0.020058584,Cancer,201096,0.458436679,Epithelial
COAD32#COAD32_C2_B_72_168,COAD32_C2_B_72_168,COAD32,P26,11.154,67701,81080,11749,0.184411036,1,2.232059632,0,68017,219835,151818,0.026722314,Cancer,227347,0.518422661,Epithelial
COAD32#COAD32_C2_C_25_217,COAD32_C2_C_25_217,COAD32,P26,11.055,62213,75288,11354,0.17131077,1,2.722089537,0,59037,219741,160704,0.02583496,Cancer,209125,0.477578639,Epithelial
COAD32#COAD32_C12_D_53_341,COAD32_C12_D_53_341,COAD32,P26,8.948,56387,67683,8299,0.154135373,1,2.269650037,0,67150,219557,152407,0.01889942,Cancer,199015,0.45439082,Epithelial
COAD32#COAD32_C12_D_30_318,COAD32_C12_D_30_318,COAD32,P26,9.681,51530,60656,7719,0.138210752,1,2.196867716,0,68640,219433,150793,0.017588512,Cancer,193621,0.442162066,Epithelial
COAD32#COAD32_C12_A_73_73,COAD32_C12_A_73_73,COAD32,P26,9.004,53010,66269,10006,0.151091422,1,2.659163719,0,59932,219301,159369,0.022813393,Cancer,201206,0.45980484,Epithelial
COAD32#COAD32_C12_A_95_95,COAD32_C12_A_95_95,COAD32,P26,9.385,57112,69488,8519,0.158550665,1,2.60212049,0,60835,219135,158300,0.019437789,Cancer,211423,0.483294549,Epithelial
COAD32#COAD32_C2_D_50_338,COAD32_C2_D_50_338,COAD32,P26,10.048,55809,67944,10722,0.155125413,1,2.137627692,0,69797,218997,149200,0.024479787,Cancer,194701,0.445552281,Epithelial
COAD32#COAD32_C2_B_89_185,COAD32_C2_B_89_185,COAD32,P26,12.006,84665,96909,10256,0.22128879,1,1.972241075,0,73670,218965,145295,0.023419268,Cancer,235165,0.53812516,Epithelial
COAD32#COAD32_C2_B_95_191,COAD32_C2_B_95_191,COAD32,P26,10.494,64526,78760,8303,0.17986663,1,2.238230465,0,67611,218940,151329,0.018961816,Cancer,237401,0.543672222,Epithelial
COAD32#COAD32_C2_C_3_195,COAD32_C2_C_3_195,COAD32,P26,10.494,63661,76226,5866,0.174239619,1,2.393564702,0,64457,218739,154282,0.013408674,Cancer,238655,0.547067696,Epithelial
COAD32#COAD32_C2_B_25_121,COAD32_C2_B_25_121,COAD32,P26,12.454,84630,97368,8157,0.223479997,1,2.116300694,0,69905,217845,147940,0.018722027,Cancer,249704,0.574452128,Epithelial
COAD32#COAD32_C11_C_81_273,COAD32_C11_C_81_273,COAD32,P26,9.906,54491,65091,8035,0.149438667,1,2.788751261,0,57482,217785,160303,0.018447092,Cancer,198368,0.456301612,Epithelial
COAD32#COAD32_C12_D_61_349,COAD32_C12_D_61_349,COAD32,P26,7.051,20231,28088,14086,0.064590606,1,4.033824142,0,43194,217431,174237,0.032391885,Cancer,105182,0.242550444,Epithelial
COAD32#COAD32_C12_D_57_345,COAD32_C12_D_57_345,COAD32,P26,9.795,56037,66139,10059,0.15213041,1,2.285610641,0,66160,217376,151216,0.023137329,Cancer,208784,0.481195521,Epithelial
COAD32#COAD32_C2_B_82_178,COAD32_C2_B_82_178,COAD32,P26,11.039,70032,84580,11110,0.194667698,1,2.282791344,0,66176,217242,151066,0.025570562,Cancer,228371,0.526875444,Epithelial
COAD32#COAD32_C2_D_93_381,COAD32_C2_D_93_381,COAD32,P26,10.614,70327,85547,8020,0.196932306,1,2.286661118,0,66085,217199,151114,0.018462332,Cancer,236677,0.546706736,Epithelial
COAD32#COAD32_C2_B_34_130,COAD32_C2_B_34_130,COAD32,P26,11.202,69725,82468,9587,0.189917786,1,1.990070512,0,72612,217115,144503,0.022078161,Cancer,241638,0.557596987,Epithelial
COAD32#COAD32_C2_B_20_116,COAD32_C2_B_20_116,COAD32,P26,9.713,66050,81418,9208,0.18787353,1,2.116664749,0,69524,216683,147159,0.021247629,Cancer,218159,0.504756991,Epithelial
COAD32#COAD32_C11_B_62_158,COAD32_C11_B_62_158,COAD32,P26,9.472,51242,62698,9556,0.144724875,1,2.624985357,0,59755,216611,156856,0.022057975,Cancer,200598,0.464403123,Epithelial
COAD32#COAD32_C12_D_91_379,COAD32_C12_D_91_379,COAD32,P26,8.513,48037,61465,9537,0.14216557,1,2.463494352,0,62415,216174,153759,0.022058619,Cancer,201221,0.466367994,Epithelial
COAD32#COAD32_C2_D_22_310,COAD32_C2_D_22_310,COAD32,P26,10.829,61614,76144,11850,0.176372758,1,2.39911818,0,63505,215861,152356,0.027448219,Cancer,229335,0.532839067,Epithelial
COAD32#COAD32_C11_B_80_176,COAD32_C11_B_80_176,COAD32,P26,10.266,47503,55190,9850,0.127994026,1,2.800052877,0,56735,215596,158861,0.022843652,Cancer,173812,0.403868317,Epithelial
COAD32#COAD32_C2_B_63_159,COAD32_C2_B_63_159,COAD32,P26,10.914,64048,76677,8293,0.177956897,1,2.405418649,0,63263,215437,152174,0.019246926,Cancer,219730,0.511194967,Epithelial
COAD32#COAD32_C2_B_28_124,COAD32_C2_B_28_124,COAD32,P26,11.252,77509,91724,8141,0.21298571,1,2.227353118,0,66720,215329,148609,0.018903631,Cancer,233917,0.544631382,Epithelial
COAD32#COAD32_C11_B_36_132,COAD32_C11_B_36_132,COAD32,P26,10.022,54130,63358,8750,0.147121793,1,2.791467108,0,56792,215325,158533,0.020318124,Cancer,190493,0.443822371,Epithelial
COAD32#COAD32_C2_C_69_261,COAD32_C2_C_69_261,COAD32,P26,10.517,57782,70724,10613,0.164255157,1,2.173452241,0,67840,215287,147447,0.024648492,Cancer,225969,0.526373534,Epithelial
COAD32#COAD32_C11_C_90_282,COAD32_C11_C_90_282,COAD32,P26,8.212,45241,59227,12002,0.137780145,1,2.709386811,0,57943,214933,156990,0.027920329,Cancer,194233,0.452721696,Epithelial
COAD32#COAD32_C2_C_2_194,COAD32_C2_C_2_194,COAD32,P26,11.027,70417,85965,10305,0.200063767,1,2.156731659,0,68059,214844,146785,0.023982518,Cancer,227968,0.53170131,Epithelial
COAD32#COAD32_C12_D_51_339,COAD32_C12_D_51_339,COAD32,P26,9.222,46521,56957,8894,0.132875926,1,2.780031394,0,56699,214324,157625,0.02074896,Cancer,182640,0.427302036,Epithelial
COAD32#COAD32_C2_D_96_384,COAD32_C2_D_96_384,COAD32,P26,10.213,61058,73613,6067,0.171879743,1,2.702811592,0,57832,214141,156309,0.0141659,Cancer,212599,0.497614901,Epithelial
COAD32#COAD32_C2_B_38_134,COAD32_C2_B_38_134,COAD32,P26,12.093,69577,80098,8576,0.187185971,1,2.084896547,0,69355,213953,144598,0.020041785,Cancer,222324,0.521701177,Epithelial
COAD32#COAD32_C12_D_81_369,COAD32_C12_D_81_369,COAD32,P26,7.772,49656,63688,7886,0.148928309,1,1.969901106,0,71996,213821,141825,0.018440658,Cancer,207522,0.486448854,Epithelial
COAD32#COAD32_C12_D_10_298,COAD32_C12_D_10_298,COAD32,P26,5.475,12605,21494,13186,0.050284479,1,5.525525159,0,32752,213724,180972,0.030848197,Cancer,90832,0.2131096,Epithelial
COAD32#COAD32_C11_B_53_149,COAD32_C11_B_53_149,COAD32,P26,9.303,49458,59996,9004,0.140539426,1,2.458960605,0,61709,213449,151740,0.021091689,Cancer,202865,0.475925153,Epithelial
COAD32#COAD32_C12_A_70_70,COAD32_C12_A_70_70,COAD32,P26,10.251,52789,62337,8860,0.146035487,1,2.949792731,0,54036,213431,159395,0.020756123,Cancer,187103,0.439103783,Epithelial
COAD32#COAD32_C2_B_31_127,COAD32_C2_B_31_127,COAD32,P26,9.645,56798,68960,9935,0.161563152,1,2.32142746,0,64254,213415,149161,0.023276246,Cancer,212282,0.499146465,Epithelial
COAD32#COAD32_C11_B_50_146,COAD32_C11_B_50_146,COAD32,P26,9.294,52337,63656,8313,0.14916951,1,2.429085708,0,62223,213368,151145,0.019480428,Cancer,206829,0.485637204,Epithelial
COAD32#COAD32_C12_D_28_316,COAD32_C12_D_28_316,COAD32,P26,8.471,44694,55320,9133,0.129681984,1,2.750237367,0,56874,213291,156417,0.021409717,Cancer,171368,0.402818848,Epithelial
COAD32#COAD32_T_A_59_59,COAD32_T_A_59_59,COAD32,P26,11.118,43040,49443,7910,0.116261516,1,3.613517032,0,46090,212637,166547,0.018599773,Normal,152505,0.359635801,Epithelial
COAD32#COAD32_C2_C_50_242,COAD32_C2_C_50_242,COAD32,P26,11.6,84239,98861,8572,0.232474086,1,2.056537052,0,69565,212628,143063,0.02015727,Cancer,242955,0.572205448,Epithelial
COAD32#COAD32_C2_C_44_236,COAD32_C2_C_44_236,COAD32,P26,9.952,63272,76950,6960,0.180981321,1,2.139913745,0,67706,212591,144885,0.016369461,Cancer,230324,0.542554144,Epithelial
COAD32#COAD32_C11_B_83_179,COAD32_C11_B_83_179,COAD32,P26,9.011,54113,66509,8324,0.15704827,1,2.599241896,0,58831,211747,152916,0.019655532,Cancer,208764,0.494420235,Epithelial
COAD32#COAD32_C12_A_72_72,COAD32_C12_A_72_72,COAD32,P26,9.165,51121,63884,8976,0.150933946,1,2.338049496,0,63399,211629,148230,0.021206923,Cancer,196256,0.464969058,Epithelial
COAD32#COAD32_C2_B_27_123,COAD32_C2_B_27_123,COAD32,P26,11.398,64697,78034,10852,0.184480158,1,2.123940209,0,67702,211497,143795,0.02565521,Cancer,224428,0.532688364,Epithelial
COAD32#COAD32_C2_C_30_222,COAD32_C2_C_30_222,COAD32,P26,11.317,63457,76092,9255,0.179957998,1,2.445108935,0,61367,211416,150049,0.021888126,Cancer,215310,0.510193926,Epithelial
COAD32#COAD32_C12_A_47_47,COAD32_C12_A_47_47,COAD32,P26,9.143,44936,56808,9002,0.134767488,1,2.726954431,0,56551,210763,154212,0.021355741,Cancer,186611,0.444022233,Epithelial
COAD32#COAD32_C2_D_42_330,COAD32_C2_D_42_330,COAD32,P26,10.967,62467,75430,10506,0.178990081,1,2.069516068,0,68646,210710,142064,0.024929999,Cancer,227953,0.542190139,Epithelial
COAD32#COAD32_C2_D_39_327,COAD32_C2_D_39_327,COAD32,P26,11.768,66617,79461,9265,0.188609067,1,2.543254108,0,59451,210650,151199,0.021991455,Cancer,215783,0.513575845,Epithelial
COAD32#COAD32_C2_B_65_161,COAD32_C2_B_65_161,COAD32,P26,11.788,72595,84348,8042,0.200524919,1,2.268395779,0,64349,210318,145969,0.019118668,Cancer,230081,0.548355037,Epithelial
COAD32#COAD32_C11_C_4_196,COAD32_C11_C_4_196,COAD32,P26,9.253,52281,63964,7491,0.152316998,1,2.707686603,0,56631,209970,153339,0.017838263,Cancer,192422,0.458778986,Epithelial
COAD32#COAD32_C2_B_74_170,COAD32_C2_B_74_170,COAD32,P26,11.331,66664,78799,10092,0.187905684,1,2.178320777,0,65971,209677,143706,0.024065587,Cancer,222042,0.531109474,Epithelial
COAD32#COAD32_C11_B_11_107,COAD32_C11_B_11_107,COAD32,P26,10.055,54706,64531,9142,0.154067824,1,2.387477153,0,61823,209424,147601,0.021826534,Cancer,206482,0.494217274,Epithelial
COAD32#COAD32_C2_B_56_152,COAD32_C2_B_56_152,COAD32,P26,10.5,61458,74783,10337,0.178700637,1,2.416068047,0,61252,209241,147989,0.024701182,Cancer,213797,0.512002778,Epithelial
COAD32#COAD32_C11_B_23_119,COAD32_C11_B_23_119,COAD32,P26,9.22,50022,59446,8039,0.142122829,1,2.384844463,0,61786,209136,147350,0.019219551,Cancer,200632,0.480984254,Epithelial
COAD32#COAD32_C2_C_21_213,COAD32_C2_C_21_213,COAD32,P26,9.29,59125,71975,7524,0.172424945,1,2.028747225,0,68911,208714,139803,0.018024665,Cancer,218298,0.524396806,Epithelial
COAD32#COAD32_C12_A_34_34,COAD32_C12_A_34_34,COAD32,P26,9.705,53765,64103,8432,0.153699894,1,2.715841055,0,56120,208533,152413,0.020217424,Cancer,188520,0.452970547,Epithelial
COAD32#COAD32_C2_B_18_114,COAD32_C2_B_18_114,COAD32,P26,10.526,57613,69906,7502,0.167699003,1,2.218502448,0,64759,208427,143668,0.017996709,Cancer,196455,0.472218083,Epithelial
COAD32#COAD32_C11_C_76_268,COAD32_C11_C_76_268,COAD32,P26,8.503,49596,64797,10575,0.155478719,1,2.193596837,0,65249,208379,143130,0.025374438,Cancer,207175,0.498330679,Epithelial
COAD32#COAD32_C2_C_72_264,COAD32_C2_C_72_264,COAD32,P26,9.203,52552,68025,11931,0.16352871,1,2.66626712,0,56731,207991,151260,0.028681529,Cancer,203204,0.48981107,Epithelial
COAD32#COAD32_C12_A_62_62,COAD32_C12_A_62_62,COAD32,P26,10.838,56062,63130,7754,0.152116816,1,2.375052861,0,61482,207505,146023,0.018683887,Cancer,189259,0.456988391,Epithelial
COAD32#COAD32_C12_A_51_51,COAD32_C12_A_51_51,COAD32,P26,10.726,59519,68984,9436,0.16622971,1,2.302919359,0,62822,207496,144674,0.022737788,Cancer,205113,0.4963436,Epithelial
COAD32#COAD32_C12_A_83_83,COAD32_C12_A_83_83,COAD32,P26,7.82,20823,27290,9430,0.065760304,1,4.965785918,0,34781,207496,172715,0.02272333,Cancer,111613,0.269832559,Epithelial
COAD32#COAD32_C2_C_84_276,COAD32_C2_C_84_276,COAD32,P26,10.385,52061,64235,6570,0.154815215,1,2.541611895,0,58577,207457,148880,0.015834607,Cancer,209296,0.505846469,Epithelial
COAD32#COAD32_T_A_58_58,COAD32_T_A_58_58,COAD32,P26,8.203,46866,60450,8728,0.146057534,1,1.813582597,0,73550,206939,133389,0.02108834,Normal,170277,0.412013647,Epithelial
COAD32#COAD32_C12_D_34_322,COAD32_C12_D_34_322,COAD32,P26,8.964,49188,61400,8493,0.148433232,1,2.337318876,0,61974,206827,144853,0.020531652,Cancer,191525,0.464228754,Epithelial
COAD32#COAD32_C11_C_75_267,COAD32_C11_C_75_267,COAD32,P26,8.828,49629,62729,8160,0.151747311,1,2.32035856,0,62249,206689,144440,0.019739802,Cancer,210045,0.509340763,Epithelial
COAD32#COAD32_C11_B_89_185,COAD32_C11_B_89_185,COAD32,P26,10.296,52778,61782,8869,0.149619304,1,2.759016841,0,54925,206464,151539,0.021478321,Cancer,193111,0.468718295,Epithelial
COAD32#COAD32_C2_B_94_190,COAD32_C2_B_94_190,COAD32,P26,10.473,63340,77634,8292,0.188234667,1,2.606309678,0,57182,206216,149034,0.020105132,Cancer,207854,0.504980467,Epithelial
COAD32#COAD32_C11_B_78_174,COAD32_C11_B_78_174,COAD32,P26,9.084,50629,62690,8338,0.152506666,1,2.549959411,0,57897,205532,147635,0.020283946,Cancer,204225,0.497653372,Epithelial
COAD32#COAD32_C2_B_64_160,COAD32_C2_B_64_160,COAD32,P26,9.851,56959,71118,8537,0.173039022,1,2.635892355,0,56519,205497,148978,0.020771593,Cancer,202728,0.49491724,Epithelial
COAD32#COAD32_C11_B_8_104,COAD32_C11_B_8_104,COAD32,P26,10.15,54528,64841,7728,0.157787793,1,2.612705278,0,56874,205469,148595,0.018805757,Cancer,195785,0.47768051,Epithelial
COAD32#COAD32_C11_B_6_102,COAD32_C11_B_6_102,COAD32,P26,8.017,19988,25522,10439,0.062132396,1,5.50834997,0,31557,205384,173827,0.025413372,Cancer,105803,0.257926505,Epithelial
COAD32#COAD32_C2_B_48_144,COAD32_C2_B_48_144,COAD32,P26,12.645,75938,85885,6028,0.209106359,1,2.374001906,0,60866,205362,144496,0.014676522,Cancer,220770,0.538613175,Epithelial
COAD32#COAD32_T_A_5_5,COAD32_T_A_5_5,COAD32,P26,8.447,27560,35279,7130,0.085956192,1,4.885482391,0,34868,205215,170347,0.017372024,Normal,127782,0.312411679,Epithelial
COAD32#COAD32_C2_B_12_108,COAD32_C2_B_12_108,COAD32,P26,11.174,70273,84992,8429,0.207273295,1,2.067568376,0,66836,205024,138188,0.02055613,Cancer,226739,0.554013771,Epithelial
COAD32#COAD32_C11_C_83_275,COAD32_C11_C_83_275,COAD32,P26,9.173,44385,54793,10376,0.133722349,1,2.96992656,0,51607,204876,153269,0.025322634,Cancer,174096,0.425793765,Epithelial
COAD32#COAD32_C2_B_29_125,COAD32_C2_B_29_125,COAD32,P26,10.047,56990,72491,10195,0.177149518,1,2.489749275,0,58630,204604,145974,0.02491398,Cancer,207071,0.507278295,Epithelial
COAD32#COAD32_C12_D_12_300,COAD32_C12_D_12_300,COAD32,P26,6.385,22374,30331,8745,0.074214812,1,3.866076106,0,41994,204346,162352,0.021397532,Cancer,113715,0.278930637,Epithelial
COAD32#COAD32_C12_D_6_294,COAD32_C12_D_6_294,COAD32,P26,7.889,37949,48439,8587,0.118639875,1,2.483668942,0,58600,204143,145543,0.021031826,Cancer,172983,0.424998772,Epithelial
COAD32#COAD32_C2_C_86_278,COAD32_C2_C_86_278,COAD32,P26,12.064,68084,78375,7645,0.191965729,1,2.088087134,0,66105,204138,138033,0.018725078,Cancer,224517,0.55108638,Epithelial
COAD32#COAD32_C2_C_75_267,COAD32_C2_C_75_267,COAD32,P26,12.162,68396,79620,7633,0.195232234,1,2.532578002,0,57723,203911,146188,0.018716499,Cancer,206035,0.506656732,Epithelial
